Trajectories
100
,,Wand:TFXN,,,Wand:TFORI,,,Wand:TFXP,,,Wand:TFYMid,,,Wand:TFYP,,,LFL:LASI,,,LFL:LPSI,,,LFL:RPSI,,,LFL:RASI,,,LFL:RHIP,,,LFL:RKNE,,,LFL:RKNE2,,,LFL:RTIB,,,LFL:RANK,,,LFL:RANK2,,,LFL:RHEEL,,,LFL:RTOE,,,LFL:LHIP,,,LFL:LKNE,,,LFL:LKNE2,,,LFL:LTIB,,,LFL:LANK,,,LFL:LANK2,,,LFL:LHEEL,,,LFL:LTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,334.732,611.762,49.7607,414.588,611.61,49.9862,574.594,611.131,50.8487,415.228,731.709,50.71,415.37,851.869,51.3913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,334.737,611.756,49.7497,414.615,611.621,49.9673,574.594,611.118,50.869,415.23,731.719,50.71,415.366,851.861,51.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,334.738,611.743,49.7763,414.629,611.613,49.9668,574.587,611.132,50.8558,415.23,731.719,50.71,415.382,851.877,51.3906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,334.732,611.749,49.7635,414.612,611.603,49.9609,574.594,611.118,50.869,415.239,731.718,50.7091,415.366,851.861,51.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,334.732,611.746,49.7867,414.617,611.602,49.9674,574.58,611.115,50.8687,415.229,731.718,50.7094,415.372,851.864,51.3944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,334.729,611.744,49.786,414.607,611.61,49.9807,574.574,611.119,50.8794,415.227,731.707,50.7089,415.37,851.868,51.3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,334.723,611.733,49.8001,414.625,611.607,49.9656,574.59,611.124,50.8489,415.226,731.707,50.7082,415.37,851.868,51.3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,334.726,611.75,49.7588,414.605,611.619,49.9761,574.582,611.125,50.8555,415.228,731.715,50.708,415.376,851.867,51.4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,334.732,611.744,49.7708,414.613,611.608,49.9676,574.577,611.134,50.8664,415.225,731.705,50.7076,415.365,851.859,51.4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,334.727,611.736,49.7841,414.621,611.601,49.9646,574.583,611.121,50.8775,415.229,731.705,50.7074,415.374,851.858,51.4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,334.707,611.728,49.7733,414.62,611.6,49.9643,574.561,611.112,50.8657,415.226,731.713,50.7069,415.365,851.859,51.4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,334.726,611.738,49.7479,414.604,611.595,49.9806,574.589,611.117,50.867,415.223,731.702,50.7067,415.359,851.853,51.3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,334.712,611.711,49.7754,414.582,611.604,49.9893,574.589,611.115,50.8672,415.225,731.711,50.7064,415.364,851.861,51.3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,334.725,611.722,49.7759,414.608,611.601,49.9655,574.597,611.104,50.8614,415.224,731.73,50.7051,415.365,851.861,51.3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,334.712,611.729,49.772,414.618,611.596,49.9635,574.588,611.114,50.867,415.233,731.709,50.7066,415.376,851.865,51.3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,334.706,611.713,49.7851,414.614,611.6,49.9725,574.595,611.113,50.8604,415.232,731.709,50.7046,415.364,851.858,51.4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,334.723,611.732,49.7698,414.611,611.602,49.9651,574.588,611.114,50.867,415.233,731.71,50.7049,415.363,851.858,51.4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,334.719,611.738,49.7572,414.615,611.602,49.9722,574.574,611.092,50.8694,415.242,731.719,50.698,415.364,851.858,51.4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,334.705,611.712,49.7852,414.608,611.602,49.9652,574.579,611.117,50.8546,415.218,731.716,50.693,415.364,851.856,51.3882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,334.724,611.735,49.7474,414.587,611.589,49.9804,574.595,611.101,50.8619,415.233,731.709,50.7054,415.377,851.868,51.4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,334.728,611.736,49.7686,414.604,611.593,49.9734,574.571,611.107,50.8443,415.233,731.71,50.7057,415.358,851.852,51.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,334.709,611.716,49.7839,414.577,611.593,49.9822,574.591,611.113,50.8684,415.225,731.711,50.706,415.363,851.858,51.4083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,334.715,611.709,49.7713,414.607,611.6,49.9648,574.588,611.112,50.8679,415.224,731.71,50.7063,415.366,851.852,51.3928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,334.721,611.726,49.7841,414.607,611.6,49.9648,574.581,611.115,50.8773,415.225,731.711,50.7063,415.352,851.851,51.3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,334.725,611.73,49.7832,414.598,611.592,49.9658,574.587,611.114,50.8668,415.223,731.702,50.7056,415.365,851.86,51.3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,334.72,611.725,49.784,414.604,611.593,49.9733,574.573,611.118,50.8663,415.222,731.718,50.7021,415.378,851.86,51.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,334.719,611.724,49.7845,414.601,611.587,49.9573,574.588,611.114,50.867,415.228,731.713,50.7142,415.371,851.857,51.4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,334.713,611.722,49.7706,414.591,611.597,49.9715,574.568,611.095,50.8785,415.223,731.71,50.7063,415.364,851.861,51.3851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,334.723,611.731,49.7694,414.616,611.591,49.9684,574.571,611.117,50.8646,415.227,731.714,50.694,415.356,851.857,51.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,334.715,611.709,49.771,414.607,611.612,49.987,574.594,611.112,50.8608,415.224,731.707,50.7072,415.376,851.866,51.3888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,334.718,611.724,49.7848,414.608,611.601,49.9655,574.576,611.112,50.8561,415.223,731.708,50.7283,415.364,851.858,51.4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0,334.706,611.713,49.785,414.602,611.587,49.9786,574.567,611.104,50.878,415.23,731.708,50.6983,415.376,851.861,51.4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,334.703,611.708,49.8004,414.603,611.587,49.9787,574.566,611.093,50.8792,415.225,731.71,50.706,415.361,851.869,51.3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0,334.706,611.713,49.7851,414.606,611.6,49.965,574.586,611.094,50.8685,415.239,731.716,50.7184,415.373,851.861,51.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,334.708,611.709,49.7841,414.601,611.589,49.9718,574.583,611.118,50.8767,415.222,731.701,50.7053,415.36,851.852,51.3994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,334.706,611.713,49.7851,414.582,611.601,49.9665,574.598,611.102,50.8681,415.24,731.71,50.6976,415.363,851.858,51.4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,334.713,611.724,49.771,414.618,611.596,49.9631,574.578,611.114,50.8557,415.236,731.702,50.7056,415.358,851.852,51.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,334.719,611.725,49.7843,414.611,611.595,49.9558,574.572,611.117,50.8654,415.22,731.701,50.7053,415.369,851.866,51.3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,334.72,611.714,49.7713,414.595,611.581,49.9714,574.59,611.104,50.8685,415.224,731.709,50.7057,415.365,851.861,51.3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0,334.723,611.722,49.7826,414.605,611.602,49.9637,574.56,611.09,50.8693,415.221,731.7,50.7055,415.377,851.871,51.3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0,334.727,611.736,49.7685,414.621,611.612,49.9639,574.581,611.116,50.8766,415.224,731.71,50.7056,415.375,851.841,51.3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0,334.724,611.723,49.7823,414.597,611.592,49.966,574.582,611.117,50.8767,415.222,731.7,50.7057,415.369,851.866,51.3963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,334.725,611.724,49.7817,414.614,611.594,49.9763,574.581,611.115,50.8773,415.203,731.696,50.6937,415.367,851.857,51.3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,334.715,611.731,49.7716,414.592,611.584,49.9811,574.582,611.119,50.8758,415.223,731.701,50.7058,415.359,851.853,51.3996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,334.721,611.707,49.7825,414.601,611.587,49.9571,574.589,611.114,50.8672,415.233,731.71,50.7058,415.344,851.833,51.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0,334.704,611.714,49.7836,414.608,611.588,49.9642,574.58,611.106,50.8564,415.217,731.707,50.6936,415.364,851.861,51.3851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0,334.712,611.724,49.77,414.601,611.588,49.9571,574.574,611.103,50.8681,415.233,731.71,50.7054,415.382,851.875,51.3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,334.728,611.736,49.7685,414.601,611.587,49.957,574.56,611.108,50.8663,415.223,731.702,50.7053,415.36,851.851,51.3832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0,334.728,611.735,49.7687,414.604,611.604,49.9723,574.564,611.101,50.8782,415.223,731.703,50.7048,415.364,851.861,51.3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0,334.715,611.725,49.7688,414.615,611.612,49.9718,574.582,611.117,50.8768,415.234,731.71,50.7056,415.363,851.858,51.4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0,334.733,611.715,49.7836,414.598,611.593,49.9659,574.566,611.104,50.8564,415.223,731.701,50.7058,415.359,851.853,51.3988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0,334.705,611.712,49.7853,414.582,611.602,49.9667,574.581,611.105,50.8783,415.222,731.701,50.7051,415.371,851.856,51.3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,334.718,611.723,49.7845,414.604,611.592,49.9733,574.587,611.112,50.8675,415.222,731.701,50.7053,415.363,851.865,51.3952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0,334.724,611.729,49.7835,414.611,611.603,49.9648,574.588,611.115,50.87,415.223,731.701,50.7054,415.37,851.861,51.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,334.711,611.719,49.7833,414.607,611.601,49.9644,574.578,611.114,50.8554,415.217,731.706,50.6931,415.357,851.851,51.3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0,334.72,611.739,49.7566,414.608,611.601,49.9658,574.574,611.101,50.8681,415.216,731.705,50.6938,415.372,851.863,51.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0,334.721,611.726,49.7836,414.613,611.596,49.977,574.587,611.112,50.8678,415.24,731.701,50.7045,415.349,851.841,51.3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0,334.711,611.718,49.7834,414.607,611.599,49.9647,574.576,611.104,50.8681,415.223,731.701,50.7049,415.369,851.852,51.3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0,334.717,611.733,49.7712,414.592,611.586,49.9798,574.581,611.117,50.8761,415.223,731.702,50.7052,415.365,851.861,51.3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,334.722,611.728,49.7836,414.583,611.597,49.9874,574.57,611.097,50.8692,415.233,731.71,50.7052,415.361,851.848,51.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0,334.721,611.726,49.7841,414.583,611.59,49.9934,574.576,611.105,50.8672,415.228,731.712,50.7139,415.356,851.861,51.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0,334.721,611.726,49.7841,414.598,611.593,49.966,574.58,611.115,50.8759,415.222,731.698,50.7066,415.364,851.86,51.3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0,334.729,611.728,49.7757,414.608,611.601,49.9659,574.587,611.113,50.8667,415.222,731.7,50.7054,415.356,851.841,51.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,334.71,611.721,49.7643,414.608,611.601,49.9656,574.572,611.1,50.8682,415.216,731.691,50.6981,415.361,851.869,51.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,334.7,611.718,49.7723,414.598,611.592,49.9661,574.585,611.111,50.8666,415.229,731.701,50.6981,415.37,851.867,51.3969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,334.715,611.714,49.7765,414.611,611.596,49.9559,574.587,611.113,50.8673,415.231,731.71,50.6982,415.388,851.871,51.4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0,334.718,611.709,49.7681,414.598,611.593,49.9662,574.588,611.113,50.8676,415.225,731.712,50.7056,415.363,851.857,51.4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,334.725,611.724,49.7767,414.586,611.601,49.9807,574.577,611.114,50.8555,415.211,731.711,50.7061,415.364,851.861,51.3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,334.707,611.714,49.7849,414.589,611.602,49.9741,574.588,611.113,50.8673,415.248,731.699,50.7044,415.357,851.851,51.3969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,334.721,611.726,49.7838,414.609,611.602,49.9656,574.595,611.112,50.8604,415.216,731.706,50.6936,415.364,851.858,51.4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0,334.707,611.724,49.772,414.615,611.602,49.9728,574.577,611.114,50.8584,415.242,731.718,50.6977,415.361,851.863,51.4213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0,334.725,611.73,49.7833,414.621,611.612,49.9639,574.564,611.103,50.8558,415.236,731.721,50.7055,415.364,851.858,51.4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0,334.717,611.729,49.7488,414.607,611.6,49.9655,574.588,611.114,50.8703,415.214,731.725,50.6853,415.37,851.86,51.3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0,334.715,611.732,49.7711,414.605,611.621,49.9642,574.588,611.113,50.8674,415.213,731.718,50.7073,415.356,851.861,51.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0,334.724,611.733,49.7694,414.608,611.589,49.9639,574.586,611.111,50.8675,415.231,731.709,50.6988,415.382,851.876,51.3959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,334.719,611.725,49.7843,414.613,611.595,49.9782,574.581,611.116,50.8761,415.22,731.719,50.6986,415.369,851.866,51.3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0,334.707,611.715,49.7844,414.613,611.595,49.9783,574.572,611.098,50.8684,415.22,731.72,50.698,415.368,851.866,51.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0,334.71,611.718,49.7847,414.607,611.6,49.9651,574.58,611.118,50.8706,415.243,731.719,50.6981,415.371,851.857,51.4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0,334.719,611.726,49.7842,414.598,611.593,49.9661,574.581,611.116,50.8771,415.247,731.701,50.6976,415.371,851.858,51.4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,334.713,611.713,49.7774,414.612,611.594,49.9784,574.574,611.103,50.8713,415.232,731.711,50.698,415.376,851.865,51.3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0,334.708,611.723,49.7862,414.581,611.589,49.9728,574.584,611.111,50.85,415.231,731.709,50.6984,415.389,851.874,51.3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0,334.709,611.716,49.7842,414.607,611.6,49.9652,574.576,611.112,50.8563,415.231,731.709,50.6985,415.376,851.867,51.4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0,334.73,611.72,49.7675,414.61,611.594,49.9566,574.587,611.112,50.8675,415.225,731.711,50.7055,415.364,851.858,51.4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0,334.725,611.724,49.7769,414.608,611.589,49.9643,574.583,611.125,50.8766,415.225,731.712,50.7066,415.388,851.874,51.3891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0,334.728,611.728,49.7606,414.586,611.597,49.9578,574.589,611.103,50.8687,415.232,731.71,50.6985,415.38,851.874,51.3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0,334.718,611.724,49.785,414.595,611.604,49.9882,574.593,611.109,50.8612,415.242,731.719,50.6977,415.376,851.865,51.3902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0,334.709,611.717,49.7851,414.593,611.585,49.9811,574.577,611.112,50.8564,415.232,731.709,50.6996,415.363,851.857,51.4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0,334.719,611.725,49.7849,414.593,611.585,49.981,574.58,611.121,50.8771,415.236,731.714,50.712,415.374,851.875,51.4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0,334.713,611.713,49.7771,414.587,611.602,49.9808,574.579,611.114,50.8559,415.212,731.714,50.7109,415.37,851.857,51.4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0,334.722,611.72,49.7746,414.598,611.609,49.9736,574.582,611.106,50.8782,415.214,731.723,50.6875,415.395,851.864,51.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0,334.724,611.721,49.7756,414.601,611.588,49.957,574.584,611.111,50.8704,415.237,731.721,50.7063,415.364,851.858,51.4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0,334.71,611.708,49.7762,414.618,611.584,49.9907,574.587,611.113,50.8667,415.236,731.721,50.7055,415.37,851.866,51.3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
