Trajectories
100
,,Wand:TFXN,,,Wand:TFORI,,,Wand:TFXP,,,Wand:TFYMid,,,Wand:TFYP,,,IMUMode2:LASI,,,IMUMode2:LPSI,,,IMUMode2:RPSI,,,IMUMode2:RASI,,,IMUMode2:RHIP,,,IMUMode2:RKNE,,,IMUMode2:RKNE2,,,IMUMode2:RTIB,,,IMUMode2:RANK,,,IMUMode2:RANK2,,,IMUMode2:RHEE,,,IMUMode2:RTOE,,,IMUMode2:LHIP,,,IMUMode2:LKNE,,,IMUMode2:LKNE2,,,IMUMode2:LTIB,,,IMUMode2:LANK,,,IMUMode2:LANK2,,,IMUMode2:LHEE,,,IMUMode2:LTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,328.275,675.646,50.163,408.027,675.786,50.588,568.111,675.66,51.5573,408.503,795.695,51.3608,408.206,915.838,52.1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,328.271,675.669,50.1671,408.003,675.767,50.5896,568.1,675.669,51.5564,408.481,795.692,51.3544,408.23,915.858,52.1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,328.271,675.669,50.1671,408.027,675.786,50.588,568.1,675.669,51.5564,408.503,795.695,51.3608,408.212,915.839,52.1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,328.269,675.66,50.1672,408.025,675.795,50.5878,568.115,675.668,51.5431,408.503,795.695,51.3608,408.222,915.855,52.1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,328.273,675.651,50.1547,408.014,675.784,50.587,568.1,675.666,51.5554,408.504,795.694,51.3604,408.226,915.847,52.1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,328.276,675.661,50.1565,408.026,675.766,50.5677,568.099,675.662,51.5542,408.485,795.681,51.3537,408.216,915.838,52.1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,328.268,675.649,50.1622,408.036,675.773,50.5658,568.104,675.66,51.5603,408.505,795.691,51.3598,408.216,915.838,52.1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,328.278,675.662,50.1589,408.032,675.777,50.5751,568.103,675.657,51.559,408.506,795.69,51.3593,408.22,915.845,52.1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,328.258,675.644,50.1677,408.014,675.766,50.582,568.087,675.664,51.5584,408.493,795.679,51.3595,408.236,915.85,52.1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,328.267,675.641,50.1577,408.03,675.773,50.5738,568.095,675.653,51.5496,408.493,795.678,51.3594,408.208,915.83,52.1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,328.266,675.638,50.1564,408.03,675.772,50.5727,568.101,675.656,51.5356,408.487,795.676,51.3535,408.227,915.841,52.1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,328.25,675.646,50.1566,408.028,675.77,50.572,568.084,675.663,51.5356,408.507,795.687,51.3586,408.222,915.846,52.1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,328.263,675.63,50.1522,408.012,675.76,50.5781,568.083,675.661,51.5345,408.495,795.675,51.3585,408.218,915.838,52.1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,328.256,675.627,50.1459,408.028,675.768,50.5702,568.099,675.651,51.5334,408.491,795.694,51.3518,408.205,915.834,52.1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,328.264,675.63,50.1526,408.028,675.767,50.5699,568.11,675.634,51.5481,408.508,795.686,51.3578,408.221,915.839,52.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,328.264,675.631,50.1529,408.023,675.769,50.576,568.094,675.64,51.5482,408.508,795.686,51.3578,408.225,915.848,52.1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
