Devices
1000
,,Sensors - Force,Imported AMTI 400600 V1.0 - Force,,,Imported AMTI 400600 V1.0 - Moment,,,Imported AMTI 400600 V1.0 - CoP,,,Imported AMTI 400600 V1.0 - Force,,,Imported AMTI 400600 V1.0 - Moment,,,Imported AMTI 400600 V1.0 - CoP,,,
Frame,Sub Frame,FP3,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1,0,0.144043,-0.922277,1.06261,-23.4726,-79.5695,-437.637,-218.824,181.355,303.39,0,-0.174957,2.33934,-22.1175,-179.1,1092.28,-2762.4,649.385,1028.1,0
1,1,0.108948,-1.23761,1.33662,-24.5008,-165.428,-390.422,-170.537,184.065,306.752,0,-0.312583,1.93128,-23.912,-372.254,1046.45,-2823.01,643.762,1035.57,0
1,2,0.115967,-0.819274,1.5572,-24.5386,-196.035,-317.179,-215.932,187.074,307.989,0,-0.349915,1.56947,-24.1096,-434.824,1040.3,-2740.96,643.149,1038.04,0
1,3,0.0842285,-1.15258,1.45511,-23.6281,-165.327,-335.226,-189.27,185.812,306.997,0,-0.00591624,1.93233,-22.8507,-208.509,998.623,-2771.65,643.702,1029.13,0
1,4,0.0488281,-0.728376,1.13711,-23.9522,-236.888,-312.71,-176.8,186.944,309.89,0,-0.187694,2.39614,-20.8873,-202.066,1055.16,-2758.49,650.517,1029.67,0
1,5,0.0985718,-1.1285,1.12429,-24.6588,-255.38,-336.442,-147.662,186.356,310.357,0,-0.193649,2.00145,-22.9292,-237.872,957.817,-2794.01,641.773,1030.37,0
1,6,0.10437,-1.21723,1.49395,-24.5361,-240.775,-403.142,-154.138,183.569,309.813,0,-0.243737,1.93833,-22.4987,-205.15,1013.63,-2733.26,645.053,1029.12,0
1,7,0.117798,-1.05909,1.44986,-25.2915,-344.547,-315.596,-215.493,187.522,313.623,0,-0.124889,2.44697,-23.8595,-140.014,1087.25,-2728.24,645.569,1025.87,0
1,8,0.0863647,-1.08619,1.34365,-24.6937,-275.527,-420.316,-246.922,182.979,311.158,0,-0.0874786,2.44026,-23.4806,-200.963,988.985,-2732.2,642.119,1028.56,0
1,9,0.0939941,-0.829619,1.47165,-24.4605,-39.8355,-277.595,-164.038,188.651,301.629,0,-0.431282,2.12246,-22.9775,-268.114,1252.94,-2702.98,654.529,1031.67,0
2,0,0.125427,-1.09808,1.15532,-24.1837,-197.006,-349.403,-212.09,185.552,308.146,0,-0.249855,2.39595,-22.3483,-301.509,985.757,-2753.25,644.109,1033.49,0
2,1,0.093689,-1.12648,0.912351,-25.2143,-297.502,-250.426,-231.662,190.068,311.799,0,-0.174957,2.21149,-22.4744,-178.001,1143.25,-2798.02,650.869,1027.92,0
2,2,0.104065,-0.963107,0.947022,-25.2486,-238.331,-355.118,-130.719,185.935,309.439,0,-0.174957,2.27511,-22.8267,-172.338,1043.74,-2791.44,645.725,1027.55,0
2,3,0.110474,-1.06299,1.10432,-25.1699,-314.207,-444.414,-145.713,182.343,312.483,0,-0.243656,1.894,-21.5186,-267.4,1001.16,-2845.31,646.525,1032.43,0
2,4,0.0860596,-1.02746,1.07655,-25.4453,-276.319,-570.965,-158.22,177.561,310.859,0,-0.331119,1.84926,-22.8003,-253.666,1116.28,-2745.2,648.959,1031.13,0
2,5,0.119629,-1.22535,1.12336,-24.1419,-288.902,-429.426,-129.504,182.212,311.967,0,-0.487267,1.86837,-23.2545,-348.78,1069.18,-2713.44,645.977,1035,0
2,6,0.0793457,-1.13868,1.0746,-25.1307,-300.35,-550.852,-179.027,178.08,311.952,0,-0.524872,2.21758,-21.3184,-292.58,1076.35,-2699.06,650.489,1033.72,0
2,7,0.127563,-0.754868,1.12769,-25.8039,-231.909,-312.275,-180.231,187.898,308.987,0,-0.524872,2.45289,-21.3412,-298.855,972.071,-2767.6,645.549,1034,0
2,8,0.109558,-1.07886,1.14073,-24.7757,-380.585,-322.723,-234.067,186.974,315.361,0,-0.456215,1.86272,-22.8754,-262.778,1078,-2801.75,647.125,1031.49,0
2,9,0.137329,-0.770014,1.00778,-25.2899,-298.99,-502.983,-164.111,180.111,311.823,0,-0.368743,1.76025,-22.1485,-352.847,1196.96,-2820.2,654.043,1035.93,0
3,0,0.120544,-0.794758,0.964885,-24.4228,-397.48,-458.303,-110.848,181.235,316.275,0,-0.00669518,1.70959,-22.3981,-278.546,925.341,-2809.77,641.313,1032.44,0
3,1,0.133362,-0.701555,1.17472,-23.2814,-394.383,-383.599,-175.066,183.523,316.94,0,-0.0497961,1.83005,-23.1027,-209.814,962.002,-2791.35,641.64,1029.08,0
3,2,0.0836182,-0.866744,1.16511,-25.2529,-283.271,-335.176,-180.425,186.727,311.217,0,-0.0874786,1.86837,-21.5959,-92.8784,938.811,-2729.46,643.472,1024.3,0
3,3,0.100708,-0.786678,1.28343,-24.2244,-418.829,-493.957,-90.1275,179.609,317.29,0,-0.293352,1.72879,-22.246,-210.243,1043.52,-2698.97,646.908,1029.45,0
3,4,0.115051,-0.880901,1.18902,-25.131,-200.138,-510.196,-50.8244,179.699,307.964,0,-0.144061,2.10916,-22.2734,-338.582,1068.15,-2724.11,647.956,1035.2,0
3,5,0.0787354,-0.855641,0.934541,-23.5944,-403.464,-475.081,-133.744,179.865,317.1,0,0.049744,2.29404,-23.0265,-395.277,976.094,-2746.66,642.39,1037.17,0
3,6,0.110474,-1.19036,1.50156,-24.4205,-288.773,-345.403,-201.365,185.856,311.825,0,-0.32415,2.17368,-22.7018,-374.662,884.518,-2750.5,638.962,1036.5,0
3,7,0.115662,-1.08178,1.33416,-23.988,-213.723,-263.84,-199.35,189.001,308.91,0,-0.368795,1.78644,-24.2076,-275.982,890.726,-2750.36,636.795,1031.4,0
3,8,0.0921631,-1.22954,1.37046,-24.8547,-303.552,-297.319,-166.103,188.038,312.213,0,-0.349915,2.109,-22.1774,-303.438,1038.1,-2764.94,646.809,1033.68,0
3,9,0.119629,-1.083,1.41232,-23.5158,-297.51,-318.144,-187.189,186.471,312.652,0,-0.487015,2.15454,-22.045,-285.799,1138.11,-2725.51,651.627,1032.96,0
