Trajectories
100
,,IMUModel:LASI,,,IMUModel:LPSI,,,IMUModel:RPSI,,,IMUModel:RASI,,,IMUModel:RHIP,,,IMUModel:RKNE,,,IMUModel:RKNE2,,,IMUModel:RTIB,,,IMUModel:RANK,,,IMUModel:RANK2,,,IMUModel:RHEE,,,IMUModel:RTOE,,,IMUModel:LHIP,,,IMUModel:LKNE,,,IMUModel:LKNE2,,,IMUModel:LTIB,,,IMUModel:LANK,,,IMUModel:LANK2,,,IMUModel:LHEE,,,IMUModel:LTOE,,,IMUModel:TFXN,,,IMUModel:TFORI,,,IMUModel:TFXP,,,IMUModel:TFYMid,,,IMUModel:TFYP,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,247.183,348.205,1038.64,332.121,158.317,1081.55,446.879,152.88,1084.4,542.954,324.887,1035.02,588.192,256.737,954.074,569.251,216.728,499.126,451.891,244.968,491.498,551.207,267.567,380.685,553.411,210.927,127.912,467.179,244.722,141.823,488.444,148.185,94.7575,540.691,382.18,90.9394,191.49,287.391,953.975,205.927,222.699,506.644,321.068,244.532,491.786,217.51,263.327,381.246,228.832,215.525,119.724,316.53,244.421,142.649,295.839,143.326,99.5248,250.03,377.441,89.6556,,,,,,,,,,,,,,,
2,0,247.174,348.297,1038.64,332.085,158.392,1081.58,446.868,152.996,1084.4,542.945,324.974,1035.01,588.174,256.801,954.077,569.232,216.781,499.123,451.914,245.041,491.517,551.207,267.603,380.672,553.385,210.909,127.898,467.179,244.722,141.823,488.465,148.181,94.7516,540.692,382.198,90.9378,191.504,287.479,953.939,205.945,222.774,506.609,321.081,244.558,491.79,217.486,263.377,381.267,228.838,215.535,119.697,316.53,244.421,142.649,295.833,143.324,99.5316,250.047,377.44,89.6482,,,,,,,,,,,,,,,
3,0,247.161,348.407,1038.61,332.101,158.468,1081.59,446.876,153.07,1084.4,542.919,325.071,1035.02,588.154,256.87,954.076,569.19,216.841,499.114,451.898,245.071,491.501,551.171,267.651,380.668,553.411,210.927,127.912,467.16,244.738,141.822,488.464,148.197,94.7816,540.714,382.217,90.9381,191.496,287.586,953.935,205.899,222.84,506.624,321.055,244.614,491.765,217.516,263.44,381.239,228.833,215.515,119.7,316.519,244.41,142.626,295.822,143.337,99.5522,250.047,377.437,89.6447,,,,,,,,,,,,,,,
4,0,247.125,348.486,1038.61,332.101,158.569,1081.58,446.808,153.158,1084.4,542.913,325.164,1035.01,588.138,256.937,954.065,569.213,216.881,499.102,451.883,245.119,491.481,551.189,267.668,380.656,553.411,210.927,127.912,467.176,244.728,141.803,488.464,148.197,94.7816,540.679,382.227,90.9328,191.449,287.667,953.932,205.912,222.908,506.611,321.038,244.671,491.763,217.497,263.483,381.216,228.87,215.531,119.677,316.519,244.41,142.626,295.824,143.341,99.544,250.053,377.477,89.6374,,,,,,,,,,,,,,,
5,0,247.113,348.592,1038.59,332.089,158.657,1081.6,446.765,153.231,1084.41,542.905,325.268,1034.99,588.116,257.007,954.058,569.171,216.918,499.086,451.897,245.137,491.501,551.171,267.703,380.666,553.406,210.928,127.913,467.175,244.727,141.804,488.459,148.186,94.7796,540.7,382.223,90.9376,191.441,287.773,953.918,205.889,222.942,506.617,321.04,244.713,491.787,217.473,263.539,381.219,228.833,215.524,119.724,316.534,244.428,142.627,295.813,143.371,99.5473,250.066,377.474,89.6351,,,,,,,,,,,,,,,
6,0,247.139,348.718,1038.57,332.073,158.757,1081.6,446.737,153.319,1084.42,542.86,325.382,1034.94,588.098,257.054,954.052,569.187,216.962,499.118,451.893,245.201,491.505,551.158,267.721,380.673,553.4,210.929,127.914,467.178,244.72,141.825,488.453,148.184,94.7955,540.691,382.205,90.9285,191.403,287.853,953.924,205.903,223.019,506.623,321.034,244.758,491.763,217.482,263.582,381.214,228.841,215.551,119.695,316.531,244.431,142.625,295.821,143.391,99.5496,250.041,377.491,89.6334,,,,,,,,,,,,,,,
7,0,247.171,348.84,1038.56,332.075,158.829,1081.61,446.714,153.421,1084.44,542.865,325.488,1034.94,588.073,257.126,954.057,569.152,216.997,499.092,451.864,245.216,491.529,551.169,267.752,380.664,553.394,210.948,127.911,467.177,244.719,141.826,488.449,148.174,94.7938,540.67,382.229,90.9157,191.392,287.937,953.922,205.887,223.079,506.605,321.009,244.785,491.764,217.456,263.627,381.202,228.85,215.55,119.705,316.53,244.43,142.627,295.811,143.425,99.5736,250.045,377.486,89.6481,,,,,,,,,,,,,,,
8,0,247.151,348.924,1038.54,332.111,158.96,1081.61,446.691,153.526,1084.45,542.855,325.587,1034.94,588.029,257.181,954.029,569.143,217.019,499.096,451.894,245.266,491.505,551.158,267.773,380.657,553.39,210.957,127.932,467.143,244.756,141.831,488.445,148.164,94.7924,540.662,382.218,90.9242,191.382,288.021,953.935,205.898,223.138,506.614,321.047,244.825,491.794,217.447,263.674,381.184,228.888,215.566,119.681,316.546,244.447,142.628,295.797,143.443,99.5897,250.044,377.489,89.63,,,,,,,,,,,,,,,
9,0,247.175,349.05,1038.51,332.124,159.09,1081.62,446.642,153.614,1084.47,542.847,325.673,1034.92,587.978,257.274,953.999,569.17,217.041,499.122,451.89,245.31,491.529,551.145,267.795,380.684,553.39,210.958,127.932,467.141,244.764,141.81,488.442,148.171,94.8161,540.682,382.227,90.9067,191.366,288.09,953.935,205.843,223.174,506.635,321.003,244.866,491.767,217.463,263.72,381.187,228.846,215.538,119.73,316.543,244.453,142.623,295.793,143.465,99.5896,250.038,377.504,89.6216,,,,,,,,,,,,,,,
