Trajectories
100
,,ZSZ2:LASI,,,ZSZ2:LPSI,,,ZSZ2:RPSI,,,ZSZ2:RASI,,,ZSZ2:RHIP,,,ZSZ2:RKNE,,,ZSZ2:RKNE2,,,ZSZ2:RTIB,,,ZSZ2:RANK,,,ZSZ2:RANK2,,,ZSZ2:RHEEL,,,ZSZ2:RTOE,,,ZSZ2:LHIP,,,ZSZ2:LKNE,,,ZSZ2:LKNE2,,,ZSZ2:LTIB,,,ZSZ2:LANK,,,ZSZ2:LANK2,,,ZSZ2:LHEEL,,,ZSZ2:LTOE,,,Wand:TFXN,,,Wand:TFORI,,,Wand:TFXP,,,Wand:TFYMid,,,Wand:TFYP,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.725,492.268,50.6901,409.606,492.409,50.969,569.799,492.423,51.7188,409.842,612.476,51.4196,409.605,732.688,51.766
2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.725,492.268,50.6901,409.606,492.417,50.969,569.806,492.422,51.7117,409.836,612.478,51.4331,409.6,732.67,51.7737
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.725,492.268,50.6901,409.574,492.408,50.9778,569.811,492.428,51.7374,409.844,612.483,51.4195,409.594,732.669,51.7666
4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.725,492.268,50.6901,409.592,492.417,50.9693,569.811,492.428,51.7374,409.848,612.491,51.4057,409.592,732.678,51.7666
5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.723,492.265,50.691,409.575,492.423,50.9688,569.81,492.415,51.7372,409.844,612.483,51.4189,409.592,732.678,51.767
6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.721,492.263,50.6916,409.552,492.429,50.9758,569.802,492.406,51.7242,409.85,612.476,51.4314,409.598,732.671,51.7803
7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.719,492.261,50.6924,409.565,492.419,50.9752,569.792,492.41,51.7155,409.844,612.481,51.4177,409.594,732.67,51.7817
8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.717,492.258,50.6936,409.563,492.418,50.974,569.796,492.413,51.7266,409.85,612.474,51.431,409.595,732.668,51.7679
9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.715,492.256,50.6941,409.552,492.398,50.9744,569.795,492.404,51.7198,409.85,612.474,51.43,409.588,732.67,51.7565
10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.714,492.254,50.6944,409.56,492.404,50.9725,569.792,492.4,51.7199,409.851,612.473,51.4293,409.599,732.676,51.7751
11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.708,492.258,50.7047,409.573,492.393,50.971,569.791,492.397,51.7198,409.839,612.478,51.4024,409.593,732.675,51.7689
12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.71,492.251,50.6956,409.556,492.4,50.9706,569.794,492.401,51.731,409.826,612.473,51.4297,409.593,732.675,51.7679
13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.709,492.249,50.6963,409.552,492.405,50.9788,569.792,492.38,51.7116,409.839,612.479,51.4232,409.601,732.667,51.7755
14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.703,492.257,50.7034,409.553,492.407,50.971,569.785,492.39,51.7165,409.838,612.459,51.4271,409.6,732.662,51.7964
15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.698,492.253,50.7128,409.555,492.398,50.9723,569.791,492.394,51.73,409.826,612.472,51.4293,409.595,732.668,51.7826
16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.707,492.247,50.6977,409.552,492.403,50.9808,569.808,492.39,51.6995,409.834,612.464,51.4371,409.589,732.695,51.7759
17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.701,492.247,50.7048,409.568,492.398,50.9691,569.806,492.407,51.7275,409.839,612.479,51.4219,409.589,732.667,51.7768
18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.702,492.255,50.7047,409.571,492.407,50.9699,569.794,492.399,51.7241,409.844,612.472,51.4366,409.593,732.676,51.7832
19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.701,492.246,50.7053,409.568,492.398,50.9679,569.804,492.385,51.7154,409.852,612.471,51.4292,409.584,732.68,51.765
20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.702,492.239,50.7049,409.555,492.408,50.9708,569.798,492.382,51.7164,409.844,612.472,51.4362,409.589,732.667,51.7769
21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.701,492.247,50.705,409.57,492.389,50.9701,569.785,492.391,51.7171,409.845,612.472,51.4357,409.59,732.685,51.7772
22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.702,492.256,50.7041,409.569,492.389,50.9691,569.792,492.396,51.7302,409.845,612.472,51.4366,409.587,732.675,51.7768
23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.702,492.255,50.7045,409.57,492.39,50.9683,569.781,492.402,51.7092,409.838,612.459,51.4272,409.583,732.695,51.7827
24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.707,492.247,50.6973,409.552,492.406,50.9696,569.805,492.385,51.731,409.844,612.471,51.4363,409.601,732.686,51.7763
25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.704,492.239,50.7194,409.554,492.415,50.9688,569.791,492.395,51.7299,409.834,612.465,51.4359,409.6,732.686,51.7758
26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.701,492.247,50.7049,409.539,492.424,50.9698,569.786,492.391,51.717,409.851,612.471,51.429,409.575,732.685,51.7774
27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.708,492.247,50.6969,409.553,492.406,50.9697,569.782,492.388,51.7114,409.851,612.471,51.4286,409.59,732.685,51.777
