Trajectories
100
,,Wand:TFXN,,,Wand:TFORI,,,Wand:TFXP,,,Wand:TFYMid,,,Wand:TFYP,,,JHB:LASI,,,JHB:LPSI,,,JHB:RPSI,,,JHB:RASI,,,JHB:RHIP,,,JHB:RKNE,,,JHB:RKNE2,,,JHB:RTIB,,,JHB:RANK,,,JHB:RANK2,,,JHB:RHEEL,,,JHB:RTOE,,,JHB:LHIP,,,JHB:LKNE,,,JHB:LKNE2,,,JHB:LTIB,,,JHB:LANK,,,JHB:LANK2,,,JHB:LHEEL,,,JHB:LTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,329.047,665.584,50.1032,408.77,665.648,50.4367,569.019,665.565,51.3435,409.275,785.805,51.1609,409.008,905.981,51.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,329.013,665.583,50.0982,408.759,665.639,50.4378,569.019,665.565,51.3435,409.283,785.811,51.1713,409.013,905.989,51.9666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,329.029,665.594,50.0885,408.77,665.648,50.4367,569.013,665.564,51.3365,409.279,785.792,51.1788,409.023,905.985,51.9629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,329.03,665.587,50.0946,408.765,665.64,50.4448,569.024,665.559,51.3325,409.284,785.818,51.1652,408.992,905.99,51.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,329.022,665.563,50.105,408.758,665.637,50.4369,569.029,665.561,51.343,409.279,785.821,51.1775,409.006,905.979,51.9739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,329.023,665.57,50.1044,408.764,665.635,50.4494,569.017,665.553,51.3471,409.291,785.811,51.1771,409,905.97,51.9883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,329.033,665.575,50.1028,408.752,665.625,50.4497,569.017,665.55,51.346,409.291,785.811,51.1765,409.004,905.964,51.9783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,329.017,665.601,50.0784,408.766,665.638,50.4342,569.021,665.562,51.332,409.254,785.821,51.1841,409,905.969,51.9885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,329.026,665.577,50.0909,408.755,665.629,50.4348,569.011,665.557,51.3509,409.293,785.8,51.1761,409.003,905.964,51.9786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,329.02,665.562,50.1028,408.755,665.628,50.4343,569.025,665.55,51.3531,409.263,785.808,51.1773,409,905.968,51.9887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,329.026,665.563,50.0791,408.759,665.625,50.4474,569.005,665.545,51.3295,409.288,785.807,51.1612,408.999,905.968,51.9887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,329.018,665.56,50.1032,408.754,665.625,50.4318,569.012,665.546,51.3365,409.257,785.811,51.1828,408.994,905.967,51.9823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,329.005,665.558,50.1021,408.753,665.623,50.4323,569.002,665.54,51.3284,409.267,785.806,51.1761,408.988,905.973,51.9805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,329.039,665.567,50.1075,408.763,665.63,50.431,569.005,665.541,51.3274,409.292,785.807,51.1743,408.999,905.966,51.9885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,329.018,665.552,50.1005,408.758,665.622,50.4454,569.011,665.542,51.3352,409.278,785.796,51.1756,408.999,905.967,51.9888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,329.008,665.554,50.0965,408.762,665.628,50.4311,569.027,665.553,51.3598,409.294,785.8,51.1731,409.005,905.975,51.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,329.017,665.557,50.1023,408.758,665.627,50.445,569.024,665.543,51.3593,409.288,785.814,51.161,409.002,905.962,51.9793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,329.004,665.568,50.1034,408.753,665.622,50.4318,569.011,665.542,51.3348,409.272,785.797,51.1833,409.001,905.984,51.9804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,329.019,665.557,50.0952,408.753,665.622,50.4318,569.001,665.547,51.3407,409.266,785.825,51.1538,408.99,905.986,51.9751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,329.011,665.566,50.0972,408.753,665.622,50.4316,569.01,665.542,51.335,409.28,785.812,51.1727,408.999,905.967,51.9887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,329.039,665.572,50.0855,408.754,665.615,50.4531,569.013,665.535,51.325,409.273,785.803,51.1617,408.993,905.955,51.9795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,329.014,665.578,50.0735,408.773,665.617,50.4445,569.024,665.543,51.3599,409.282,785.819,51.173,409.003,905.962,51.9793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
