Trajectories
100
,,XYF:LASI,,,XYF:LPSI,,,XYF:RPSI,,,XYF:RASI,,,XYF:RHIP,,,XYF:RKNE,,,XYF:RKNE2,,,XYF:RTIB,,,XYF:RANK,,,XYF:RANK2,,,XYF:RHEEL,,,XYF:RTOE,,,XYF:LHIP,,,XYF:LKNE,,,XYF:LKNE2,,,XYF:LTIB,,,XYF:LANK,,,XYF:LANK2,,,XYF:LHEEL,,,XYF:LTOE,,,Wand:TFXN,,,Wand:TFORI,,,Wand:TFXP,,,Wand:TFYMid,,,Wand:TFYP,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.256,623.513,49.3985,404.999,623.123,49.606,565.283,622.463,50.1681,406.011,743.302,50.2585,406.286,863.422,50.8546
2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.239,623.528,49.4095,405.004,623.128,49.6174,565.283,622.463,50.1681,406.025,743.278,50.2715,406.282,863.396,50.8679
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.234,623.534,49.3967,404.998,623.123,49.606,565.268,622.471,50.1679,406.017,743.303,50.2655,406.278,863.404,50.855
4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.264,623.528,49.4084,404.999,623.123,49.606,565.268,622.471,50.1679,406.02,743.284,50.2585,406.277,863.388,50.8822
5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.243,623.521,49.3959,404.996,623.12,49.6054,565.265,622.465,50.1646,405.996,743.291,50.2585,406.271,863.394,50.8693
6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.228,623.521,49.3847,404.985,623.132,49.6172,565.273,622.456,50.1718,406.001,743.277,50.2465,406.254,863.403,50.8558
7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.242,623.509,49.3838,404.991,623.116,49.6056,565.259,622.455,50.1591,406.011,743.304,50.2697,406.282,863.396,50.8682
8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.234,623.502,49.394,404.988,623.112,49.6048,565.271,622.44,50.1567,406.004,743.291,50.2563,406.273,863.393,50.855
9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.24,623.505,49.4062,404.986,623.109,49.6037,565.27,622.437,50.1539,406.009,743.276,50.2443,406.266,863.395,50.8558
10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.233,623.508,49.3924,404.984,623.108,49.6031,565.268,622.432,50.1509,406.001,743.259,50.2585,406.257,863.377,50.8704
11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.223,623.5,49.4053,404.974,623.114,49.5954,565.248,622.435,50.15,406.019,743.275,50.2679,406.286,863.385,50.8695
12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.236,623.51,49.4034,404.986,623.098,49.616,565.25,622.413,50.1497,405.975,743.275,50.2507,406.276,863.403,50.8558
13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.222,623.506,49.4029,404.984,623.108,49.6149,565.261,622.42,50.1457,406.01,743.278,50.2551,406.266,863.396,50.856
14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.234,623.496,49.4011,404.965,623.11,49.602,565.244,622.427,50.1444,406,743.308,50.2543,406.263,863.386,50.8556
15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.215,623.501,49.3807,404.978,623.102,49.6018,565.243,622.426,50.1443,405.995,743.302,50.2421,406.267,863.397,50.8557
16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.224,623.509,49.4018,404.978,623.101,49.6021,565.242,622.425,50.1457,405.992,743.293,50.2419,406.274,863.395,50.8547
17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.226,623.5,49.3906,404.964,623.111,49.6016,565.243,622.425,50.1455,406,743.308,50.2543,406.267,863.381,50.8842
18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.227,623.501,49.3899,404.966,623.111,49.6025,565.258,622.415,50.1443,405.994,743.284,50.2418,406.267,863.382,50.8839
19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.213,623.509,49.39,404.964,623.108,49.6304,565.258,622.426,50.1424,406.003,743.3,50.2542,406.276,863.404,50.8559
20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.21,623.515,49.3904,404.984,623.108,49.6144,565.258,622.415,50.1444,405.996,743.293,50.242,406.266,863.396,50.8562
21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.22,623.504,49.4027,404.963,623.11,49.6029,565.24,622.422,50.1455,405.999,743.289,50.2539,406.276,863.403,50.8562
22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.229,623.494,49.3807,404.978,623.1,49.6023,565.243,622.425,50.1453,405.996,743.293,50.242,406.262,863.386,50.856
23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.223,623.508,49.4023,404.952,623.121,49.602,565.246,622.405,50.1438,405.983,743.283,50.2425,406.276,863.404,50.8558
24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.246,623.496,49.4017,404.952,623.12,49.6021,565.267,622.415,50.1546,406,743.29,50.2536,406.265,863.395,50.8568
25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.213,623.508,49.3903,404.977,623.101,49.602,565.272,622.427,50.1423,405.993,743.283,50.2422,406.261,863.388,50.8708
26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.212,623.507,49.3896,404.976,623.099,49.6023,565.242,622.424,50.1445,405.991,743.292,50.2419,406.276,863.404,50.8559
27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.235,623.497,49.4016,404.978,623.102,49.6013,565.251,622.411,50.1436,405.992,743.293,50.2411,406.287,863.386,50.8691
28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.211,623.498,49.391,404.978,623.101,49.6023,565.245,622.428,50.1442,405.995,743.303,50.2417,406.295,863.406,50.8707
29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.229,623.521,49.3893,404.978,623.102,49.6017,565.242,622.424,50.1455,405.993,743.283,50.2414,406.263,863.386,50.8559
30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.237,623.518,49.4007,404.977,623.1,49.6021,565.264,622.422,50.1544,406.005,743.283,50.2667,406.266,863.396,50.856
31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.236,623.498,49.4014,404.976,623.1,49.6023,565.248,622.407,50.1453,405.996,743.293,50.242,406.271,863.396,50.8702
32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.223,623.507,49.4022,404.982,623.094,49.6158,565.248,622.42,50.1589,405.997,743.297,50.254,406.282,863.397,50.8689
33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.24,623.502,49.4152,404.977,623.101,49.6023,565.258,622.426,50.1435,405.98,743.273,50.2427,406.269,863.38,50.8687
