Trajectories
100
,,XYF:LASI,,,XYF:LPSI,,,XYF:RPSI,,,XYF:RASI,,,XYF:RHIP,,,XYF:RKNE,,,XYF:RKNE2,,,XYF:RTIB,,,XYF:RANK,,,XYF:RANK2,,,XYF:RHEEL,,,XYF:RTOE,,,XYF:LHIP,,,XYF:LKNE,,,XYF:LKNE2,,,XYF:LTIB,,,XYF:LANK,,,XYF:LANK2,,,XYF:LHEEL,,,XYF:LTOE,,,Wand:TFXN,,,Wand:TFORI,,,Wand:TFXP,,,Wand:TFYMid,,,Wand:TFYP,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,552.433,-593.351,873.67,,,,,,,285.019,-581.186,873.872,,,,331.36,-556.87,484.504,271.042,-679.742,450.665,281.87,-660.317,358.931,285.843,-713.582,107.79,364.806,-660.018,117.97,351.215,-757.813,68.6439,278.168,-559.793,77.0234,610.89,-635.216,782.571,569.977,-683.021,447.003,444.999,-665.29,423.823,558.301,-642.902,348.059,455.643,-658.009,114.216,543.56,-681.172,113.706,,,,544.36,-552.721,72.722,-73.6673,6.46074,52.9172,5.88558,6.24767,52.9801,166.15,5.93342,52.7832,6.58935,126.996,52.8935,6.27989,246.998,52.8266
2,0,552.538,-593.12,873.741,,,,,,,285.073,-581.162,873.891,,,,331.475,-556.815,484.458,271.167,-679.718,450.633,281.926,-660.306,358.911,285.866,-713.608,107.789,364.793,-660.025,117.953,351.174,-757.83,68.6728,278.143,-559.79,77.0501,610.953,-635.046,782.565,570.085,-682.951,447.04,445.075,-665.137,423.822,558.314,-642.85,348.017,455.644,-658.008,114.238,543.588,-681.165,113.682,,,,544.361,-552.682,72.7067,-73.6644,6.45988,52.8953,5.87268,6.25749,53.004,166.177,5.94539,52.7934,6.61115,127.017,52.9097,6.29685,246.999,52.8358
3,0,552.606,-593.128,873.705,,,,,,,285.222,-581.111,873.86,,,,331.503,-556.723,484.472,271.204,-679.715,450.679,281.916,-660.315,358.95,285.881,-713.598,107.754,364.806,-660.018,117.97,351.2,-757.824,68.6594,278.143,-559.79,77.0501,611.095,-634.857,782.576,570.135,-682.833,447.01,419.436,-637.167,442.089,558.354,-642.746,347.99,455.655,-658.001,114.233,543.569,-681.184,113.685,,,,544.313,-552.651,72.6667,-73.6837,6.45565,52.9105,5.87962,6.2541,52.9914,166.177,5.95389,52.7912,6.58158,126.995,52.8871,6.27238,247,52.8402
4,0,552.668,-592.846,873.617,,,,,,,285.352,-581.055,873.882,,,,331.582,-556.702,484.426,271.294,-679.707,450.666,281.977,-660.324,358.974,285.881,-713.598,107.754,364.824,-659.986,117.968,351.196,-757.818,68.6674,278.124,-559.795,77.0443,611.158,-634.668,782.521,570.226,-682.781,447.05,419.523,-637.237,442.002,558.393,-642.687,347.924,455.644,-658.008,114.238,543.588,-681.165,113.682,,,,544.228,-552.649,72.6893,-73.6806,6.46289,52.9196,5.88337,6.25733,52.9795,166.16,5.92615,52.784,6.6136,127.015,52.8869,6.29684,246.999,52.8358
5,0,552.77,-592.613,873.721,,,,,,,285.337,-581.054,873.888,,,,331.633,-556.637,484.386,271.317,-679.727,450.715,282.014,-660.31,358.95,285.867,-713.608,107.79,364.8,-660.048,117.951,351.083,-757.887,68.794,278.155,-559.784,77.0275,611.267,-634.539,782.528,570.312,-682.7,447.051,421.231,-637.155,440.934,558.393,-642.59,347.865,455.69,-658.058,114.155,543.524,-681.168,113.646,,,,544.19,-552.627,72.6949,-74.0703,6.10119,53.1727,5.87965,6.25765,52.9894,166.198,5.94185,52.7836,6.59181,126.998,52.877,6.29966,247.003,52.8203
6,0,552.827,-592.483,873.645,,,,,,,285.428,-581.03,873.902,,,,331.675,-556.613,484.333,271.433,-679.715,450.663,282.106,-660.274,358.931,285.918,-713.592,107.756,364.805,-660.102,117.928,350.931,-757.967,68.9579,278.19,-559.788,77.0074,611.369,-634.33,782.497,570.386,-682.593,447.052,421.518,-637.126,440.965,558.437,-642.518,347.877,455.758,-658.053,114.137,543.547,-681.149,113.639,,,,544.135,-552.63,72.7206,-73.6276,6.4484,52.8941,5.92459,6.27167,52.9768,166.205,5.96547,52.7852,6.63551,126.994,52.8813,6.28827,246.993,52.8344
7,0,552.916,-592.123,873.645,,,,,,,285.483,-580.977,873.927,,,,331.688,-556.597,484.288,271.489,-679.723,450.67,282.154,-660.273,358.949,285.879,-713.593,107.818,364.788,-660.167,117.908,350.78,-758.052,69.1559,278.144,-559.793,77.0296,611.453,-634.142,782.474,570.46,-682.486,447.053,421.481,-637.158,440.971,558.45,-642.466,347.836,455.813,-658.091,114.076,543.621,-681.146,113.664,,,,544.09,-552.598,72.7039,-73.6253,6.44758,52.8641,5.95495,6.28403,52.9666,166.26,5.98382,52.7818,6.62248,126.998,52.8852,6.30221,247.008,52.8168
8,0,553.013,-591.913,873.628,,,,,,,285.545,-580.984,873.926,,,,331.811,-556.536,484.285,271.565,-679.709,450.718,282.266,-660.251,358.915,285.929,-713.577,107.783,364.793,-660.192,117.887,350.659,-758.132,69.3161,278.163,-559.799,77.0206,611.538,-633.963,782.442,570.512,-682.369,447.021,421.587,-636.914,441.129,558.458,-642.382,347.756,455.837,-658.125,114.054,543.608,-681.164,113.661,,,,544.025,-552.573,72.6981,-73.5965,6.4472,52.8601,5.956,6.27553,52.9771,166.235,5.96759,52.798,6.61911,126.987,52.8507,6.30666,247.006,52.8137
9,0,553.049,-591.841,873.606,,,,,,,285.524,-580.98,873.971,,,,331.951,-556.542,484.196,271.677,-679.707,450.689,282.338,-660.256,358.911,285.979,-713.56,107.749,364.795,-660.246,117.86,350.716,-758.114,69.1387,278.188,-559.775,77.004,611.635,-633.754,782.418,570.62,-682.298,447.057,421.511,-636.934,441.159,558.503,-642.31,347.769,455.897,-658.149,114.011,543.553,-681.137,113.644,,,,543.982,-552.54,72.7541,-73.5738,6.44213,52.8505,5.98627,6.29227,52.9589,166.267,6.00223,52.8419,6.63123,126.969,52.8634,6.31247,246.997,52.8233
