67552,-86,-3999,-828,-9,-15,5
67562,-70,-4006,-801,-12,-13,0
67572,-90,-4004,-811,4,-7,12
67582,-83,-4003,-819,11,-7,6
67592,-41,-3999,-826,-1,-2,4
67602,-55,-4018,-816,10,12,5
67612,-83,-4002,-816,5,5,2
67622,-89,-4031,-836,-3,12,7
67632,-101,-4029,-822,6,-1,-2
67642,-86,-4024,-802,-5,-8,-3
67652,-73,-4017,-807,-5,-6,-4
67662,-63,-4011,-818,-15,-13,-8
67672,-72,-4016,-824,2,-11,-3
67682,-60,-4012,-810,3,-13,-5
67692,-63,-4003,-799,4,-6,5
67702,-89,-3992,-813,-12,-3,10
67713,-81,-4023,-827,-3,6,2
67722,-89,-4038,-818,6,-11,-5
67732,-67,-3998,-790,-3,-23,-9
67742,-80,-4004,-812,3,-20,-7
67752,-48,-4014,-828,5,-12,-8
67762,-49,-4002,-800,3,6,-2
67772,-68,-4025,-828,3,0,3
67782,-66,-4024,-813,0,8,9
67792,-103,-4008,-809,13,14,1
67802,-102,-4011,-800,-1,-20,-8
67812,-85,-4006,-818,-2,-27,-6
67822,-61,-4006,-821,5,-18,-9
67832,-65,-3994,-811,-2,0,5
67842,-52,-3991,-828,3,6,3
67852,-63,-4004,-810,4,28,24
67862,-82,-4002,-791,-3,6,7
67872,-92,-4020,-801,-2,15,9
67883,-79,-4008,-781,-2,-7,11
67892,-82,-4032,-800,-10,0,8
67902,-64,-4014,-791,-4,3,13
67912,-86,-4015,-782,-5,3,8
67922,-90,-4025,-789,-11,-12,6
67932,-85,-4022,-832,7,-6,-8
67942,-70,-4012,-838,-10,-19,-5
67952,-79,-3998,-819,6,19,7
67962,-81,-4011,-820,12,13,8
67972,-89,-4016,-813,6,1,-7
67982,-66,-4022,-792,1,8,-18
67992,-57,-4009,-802,3,-1,-14
68002,-88,-3996,-785,10,6,-6
68013,-98,-4010,-818,-7,-23,-12
68022,-70,-4038,-800,2,-16,-9
68032,-72,-4017,-827,4,-10,-11
68042,-88,-3995,-802,3,6,-20
68052,-67,-4011,-798,-4,0,-14
68062,-55,-4017,-828,-5,-3,-25
68072,-76,-4011,-816,1,-7,-11
68082,-64,-3995,-817,-2,-20,-8
68092,-66,-4001,-807,2,-13,-11
68102,-55,-4004,-790,11,-1,-8
68112,-67,-3997,-822,-5,2,3
68122,-87,-4027,-813,0,21,-5
68132,-72,-4009,-831,-1,6,-4
68142,-85,-4014,-815,3,20,1
68152,-89,-4023,-798,-1,-10,-1
68162,-91,-3996,-816,3,-9,-7
68172,-62,-4015,-798,0,-22,-7
68183,-64,-4019,-808,12,11,1
68192,-54,-4011,-808,5,6,9
68202,-67,-4017,-811,-2,23,-5
68212,-89,-4017,-816,-6,-3,4
68222,-82,-3995,-828,5,6,-8
68232,-83,-3998,-805,-2,-16,-8
68242,-64,-4001,-809,10,12,-10
68252,-59,-4002,-792,4,-22,-15
68262,-67,-4002,-816,-4,8,-6
68272,-63,-4002,-806,1,-6,-9
68282,-53,-4010,-824,0,-2,-8
68292,-60,-4013,-810,-1,7,3
68302,-79,-4015,-802,7,11,6
68312,-86,-4017,-781,1,-8,-2
68322,-61,-4014,-791,-5,-6,-5
68332,-61,-4025,-801,3,-7,-1
68342,-58,-4004,-822,-7,-16,-7
68353,-71,-4012,-808,-5,-7,0
68362,-61,-4011,-794,4,8,6
68372,-46,-4021,-838,5,-1,11
68382,-78,-3999,-811,-1,21,4
68392,-63,-4016,-805,3,17,2
68402,-95,-4005,-822,4,-11,-4
68412,-69,-4009,-830,-4,-22,-2
68422,-62,-4014,-815,4,-11,2
68432,-58,-4012,-829,9,1,8
68442,-59,-4018,-811,5,-10,4
68452,-53,-4007,-813,0,-4,7
68462,-77,-4000,-821,-4,12,10
68472,-98,-4026,-803,1,16,3
68482,-76,-4019,-802,-6,4,-7
68492,-85,-4010,-801,4,-2,-12
68502,-48,-3998,-791,4,-6,-11
68512,-56,-3996,-825,-4,1,-1
68523,-60,-3994,-809,4,1,11
68532,-84,-4018,-799,4,-4,5
68542,-85,-4011,-823,4,-1,6
68552,-62,-4023,-821,0,-9,-14
68562,-91,-4005,-819,9,-10,-4
68572,-56,-4005,-839,-1,-22,-13
68582,-59,-4021,-795,8,8,2
68592,-64,-4000,-783,-5,4,2
68602,-56,-4016,-817,0,3,11
68612,-48,-4017,-827,1,1,4
68622,-85,-3997,-820,4,14,4
68632,-93,-4009,-831,0,2,5
68642,-73,-4011,-805,3,4,-5
68653,-82,-4013,-801,3,4,-13
68662,-84,-4007,-811,5,-10,-21
68672,-37,-4014,-817,3,-10,-17
68682,-35,-4010,-821,2,1,-10
68692,-74,-4008,-775,5,6,1
68702,-39,-4019,-786,8,0,-2
68712,-71,-4004,-828,10,2,-2
68722,-74,-4014,-820,2,1,-4
68732,-68,-4001,-798,1,7,-9
68742,-64,-4017,-833,8,8,-9
68752,-70,-4010,-824,11,6,-6
68762,-69,-4010,-810,-1,3,-19
68772,-58,-4003,-802,14,12,-5
68782,-73,-3993,-815,2,-7,-9
68792,-51,-4016,-785,6,1,-12
68802,-52,-4019,-816,6,-5,-7
68812,-59,-4012,-793,11,11,6
68823,-74,-3999,-803,7,-2,1
68832,-63,-3999,-830,1,3,5
68842,-67,-4007,-819,3,16,11
68852,-65,-4017,-796,7,-2,8
68862,-68,-4025,-785,4,1,1
68872,-73,-4030,-786,7,0,-2
68882,-79,-4001,-828,-4,-9,7
68892,-83,-4013,-784,1,-4,-6
68902,-67,-4003,-830,-10,-11,-4
68912,-55,-4004,-801,4,-11,0
68922,-77,-4003,-819,4,2,7
68932,-76,-4009,-829,-1,2,-9
68942,-40,-4011,-791,12,14,-1
68952,-88,-4007,-806,1,8,-8
68962,-65,-4010,-802,15,-5,1
68972,-63,-4024,-811,9,-2,-5
68982,-63,-4014,-817,6,-5,-8
68993,-69,-4015,-823,3,0,-4
69002,-72,-4027,-815,1,6,-3
69012,-69,-3998,-806,1,-11,-9
69022,-61,-4002,-821,4,-7,-12
69032,-50,-4011,-823,10,-9,-15
69042,-54,-4020,-811,7,3,-15
69052,-54,-4001,-826,14,13,-10
69062,-49,-4011,-784,5,8,-5
69072,-67,-4017,-796,12,22,-1
69082,-54,-4017,-796,-2,5,-5
69092,-63,-4006,-834,3,14,-7
69102,-68,-4027,-803,0,-10,-18
69112,-83,-4005,-805,7,-14,-10
69122,-57,-4003,-846,1,-15,-7
69132,-53,-4010,-821,11,8,-1
69142,-53,-4013,-838,4,6,-4
69152,-52,-4013,-799,12,19,8
69163,-55,-4008,-809,5,4,0
69172,-54,-4022,-821,-3,26,4
69182,-90,-4004,-796,6,5,2
69192,-115,-3997,-802,6,-6,-3
69202,-51,-4019,-782,1,-26,-20
69212,-41,-4015,-825,2,-11,-5
69222,-46,-4011,-799,-3,-7,-16
69232,-73,-4006,-799,16,-6,-1
69242,-53,-4028,-814,6,-3,-7
69252,-72,-4014,-815,-2,3,-8
69262,-78,-4021,-806,15,24,-11
69272,-76,-4009,-830,-6,-11,-7
69282,-73,-4005,-806,18,-9,-4
69293,-27,-4013,-785,8,-9,-12
69302,-54,-4006,-780,3,4,1
69312,-47,-4011,-839,0,-4,-5
69322,-71,-4021,-794,-6,-11,-1
69332,-73,-4012,-833,-1,14,-6
69342,-73,-3990,-796,0,-13,-1
69352,-52,-4002,-818,3,0,-5
69362,-40,-4013,-826,7,-8,-18
69372,-55,-4044,-794,5,0,-6
69382,-42,-4021,-794,4,-3,-11
69392,-52,-4008,-811,-6,13,-9
69402,-61,-4007,-794,-2,-11,-3
69412,-46,-4019,-791,-2,-8,1
69422,-69,-4000,-843,-17,-7,2
69432,-71,-4027,-790,-11,1,4
69442,-57,-4010,-784,-5,-9,9
69452,-37,-4003,-828,6,-13,6
69463,-54,-3992,-811,-5,13,14
69472,-68,-3994,-796,4,11,13
69482,-78,-4014,-819,3,-10,6
69492,-68,-4014,-821,1,-8,6
69502,-71,-4008,-817,1,12,7
