Trajectories
100
,,IMUModel:LASI,,,IMUModel:LPSI,,,IMUModel:RPSI,,,IMUModel:RASI,,,IMUModel:RHIP,,,IMUModel:RKNE,,,IMUModel:RKNE2,,,IMUModel:RTIB,,,IMUModel:RANK,,,IMUModel:RANK2,,,IMUModel:RHEE,,,IMUModel:RTOE,,,IMUModel:LHIP,,,IMUModel:LKNE,,,IMUModel:LKNE2,,,IMUModel:LTIB,,,IMUModel:LANK,,,IMUModel:LANK2,,,IMUModel:LHEE,,,IMUModel:LTOE,,,IMUModel:TFXN,,,IMUModel:TFORI,,,IMUModel:TFXP,,,IMUModel:TFYMid,,,IMUModel:TFYP,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,268.6,498.497,1069.52,332.482,328.709,1073.81,424.464,317.255,1080.14,547.031,465.03,1076.49,574.66,391.478,952.412,543.786,376.684,518.103,430.49,373.264,520.176,529.776,405.844,349.229,528.507,365.308,123.054,445.408,388.464,144.963,468.908,300.346,83.0984,516.259,533.717,83.5428,233.303,434.193,949.249,242.171,401.567,526.625,363.42,382.366,531.272,252.766,426.862,366.328,245.9,376.458,125.98,330.402,392.609,142.609,290.14,304.958,91.0477,271.874,540.598,82.6446,,,,,,,,,,,,,,,
2,0,268.599,498.492,1069.51,332.483,328.724,1073.81,424.439,317.275,1080.14,547.025,465.053,1076.48,574.664,391.494,952.4,543.786,376.684,518.103,430.49,373.264,520.176,529.776,405.844,349.229,528.488,365.319,123.046,445.403,388.47,144.943,468.914,300.335,83.1092,516.256,533.707,83.5374,233.305,434.197,949.233,242.183,401.592,526.593,363.42,382.366,531.272,252.752,426.874,366.332,245.905,376.466,125.964,330.429,392.579,142.611,290.14,304.943,91.0603,271.88,540.596,82.6378,,,,,,,,,,,,,,,
3,0,268.604,498.508,1069.49,332.483,328.724,1073.81,424.446,317.275,1080.14,547.032,465.063,1076.48,574.662,391.499,952.383,543.785,376.678,518.119,430.461,373.308,520.153,529.777,405.85,349.213,528.502,365.313,123.07,445.403,388.47,144.943,468.939,300.344,83.0988,516.256,533.707,83.5374,233.305,434.197,949.233,242.171,401.586,526.61,363.42,382.366,531.272,252.752,426.874,366.332,245.904,376.483,125.946,330.429,392.579,142.611,290.141,304.955,91.0541,271.867,540.587,82.6404,,,,,,,,,,,,,,,
4,0,268.603,498.51,1069.48,332.458,328.751,1073.8,424.439,317.275,1080.14,547.044,465.056,1076.49,574.692,391.48,952.42,543.763,376.716,518.084,430.462,373.296,520.181,529.769,405.849,349.237,528.47,365.336,123.056,445.403,388.47,144.943,468.909,300.353,83.1046,516.268,533.706,83.5383,233.304,434.214,949.232,242.165,401.582,526.603,363.42,382.351,531.302,252.752,426.874,366.332,245.916,376.466,125.958,330.433,392.586,142.591,290.14,304.958,91.0476,271.88,540.596,82.6379,,,,,,,,,,,,,,,
5,0,268.572,498.544,1069.48,332.456,328.75,1073.8,424.472,317.307,1080.13,547.044,465.061,1076.45,574.669,391.517,952.368,543.756,376.701,518.082,430.462,373.308,520.154,529.776,405.833,349.213,528.507,365.304,123.053,445.4,388.466,144.95,468.909,300.331,83.1159,516.253,533.717,83.5146,233.285,434.244,949.233,242.176,401.594,526.628,363.422,382.366,531.269,252.763,426.861,366.329,245.904,376.467,125.958,330.412,392.592,142.588,290.146,304.942,91.0733,271.894,540.588,82.6396,,,,,,,,,,,,,,,
6,0,268.578,498.565,1069.47,332.454,328.763,1073.8,424.462,317.319,1080.14,547.052,465.06,1076.44,574.676,391.516,952.354,543.809,376.704,518.101,430.492,373.264,520.178,529.776,405.832,349.213,528.487,365.314,123.061,445.376,388.48,144.958,468.906,300.327,83.1218,516.267,533.698,83.5427,233.288,434.245,949.23,242.188,401.589,526.613,363.425,382.351,531.295,252.774,426.866,366.311,245.908,376.464,125.958,330.424,392.583,142.608,290.155,304.935,91.0963,271.896,540.589,82.6398,,,,,,,,,,,,,,,
7,0,268.594,498.578,1069.44,332.452,328.776,1073.8,424.454,317.341,1080.13,547.077,465.082,1076.42,574.68,391.521,952.325,543.805,376.706,518.091,430.464,373.296,520.184,529.775,405.815,349.213,528.518,365.288,123.052,445.373,388.48,144.962,468.908,300.32,83.1204,516.252,533.708,83.5425,233.324,434.283,949.201,242.176,401.585,526.62,363.427,382.351,531.292,252.757,426.858,366.331,245.904,376.428,125.939,330.437,392.606,142.613,290.159,304.943,91.1094,271.887,540.599,82.6404,,,,,,,,,,,,,,,
8,0,268.593,498.585,1069.45,332.455,328.805,1073.79,424.466,317.342,1080.12,547.083,465.083,1076.4,574.687,391.52,952.313,543.816,376.725,518.068,430.493,373.276,520.154,529.771,405.81,349.228,528.52,365.281,123.051,445.37,388.471,144.972,468.895,300.317,83.1352,516.264,533.698,83.5459,233.325,434.279,949.215,242.194,401.602,526.619,363.428,382.366,531.261,252.741,426.882,366.335,245.907,376.439,125.967,330.421,392.585,142.607,290.179,304.956,91.115,271.902,540.591,82.6422,,,,,,,,,,,,,,,
9,0,268.591,498.598,1069.43,332.454,328.804,1073.79,424.47,317.344,1080.12,547.13,465.07,1076.4,574.693,391.506,952.287,543.832,376.73,518.053,430.494,373.264,520.182,529.773,405.796,349.212,528.497,365.287,123.042,445.387,388.453,144.974,468.907,300.316,83.1289,516.246,533.716,83.5449,233.327,434.296,949.211,242.166,401.636,526.628,363.429,382.366,531.259,252.75,426.89,366.316,245.911,376.433,125.964,330.42,392.587,142.606,290.166,304.931,91.1369,271.89,540.601,82.6423,,,,,,,,,,,,,,,
